Stat,,Repetitions,1,Stratification,_young__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,23,16,13,10,8,6,6,6,4,5
MIST,30.0,21.0,19.0,18.0,13.0,11.0,7.0,6.0,6.0,8.0,6.0
Diff,0.0,2.0,3.0,5.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__female,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,10,8,4,3,3,1,1,1,2,2
MIST,20.0,9.0,2.0,3,2,1,2,1,0,0,1
Diff,0.0,1.0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,30,20,10,7,4,6,5,4,2,1,2
MIST,30.0,17.0,14.0,8.0,6.0,6.0,4.0,3.0,3.0,1,2
Diff,0.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__male,,,,,,
Healthy,0,1,2,3,4,5,6,7,8,9,10
iBioSim,20,4,6,4,2,1,0,0,0,0,0
MIST,20.0,10.0,7.0,4.0,2,1,0,1,0,0,
Diff,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,6,12,11,8,9,9,7,5,6,5
MIST,0.0,8.0,7.0,4.0,7.0,9.0,12.0,9.0,7.0,5.0,5.0
Diff,0.0,2.0,5.0,7.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__female,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,11,7,9,7,4,5,3,3,3,2
MIST,0.0,12.0,13.0,10,3,2,0,2,2,2,1
Diff,0.0,1.0,6.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__male,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,9,11,11,10,7,2,2,2,2,1
MIST,0.0,12.0,8.0,9.0,6.0,2.0,3.0,2.0,1.0,3,2
Diff,0.0,3.0,3.0,2.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__male,,,,,,
Sick,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,15,7,3,2,1,1,0,0,0,0
MIST,0.0,11.0,10.0,6.0,5,2,2,0,1,0,
Diff,0.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__female,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,0,0,3,8,9,11,13,14,14,14
MIST,0.0,0.0,2.0,5.0,6.0,6.0,6.0,9.0,11.0,11.0,13.0
Diff,0.0,0.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__female,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,0,7,10,14,17,18,20,21,21,22
MIST,0.0,0.0,7.0,10.0,19.0,21.0,23.0,23.0,24.0,24.0,24.0
Diff,0.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__male,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,0,7,10,14,15,21,22,24,25,25
MIST,0.0,0.0,6.0,10.0,14.0,18.0,19.0,21.0,22.0,22.0,22.0
Diff,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,3.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__male,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2,9,15,18,20,21,22,22,22,22
MIST,0.0,0.0,5.0,13.0,17.0,21.0,22.0,23.0,23.0,24,
Diff,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,22.0
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__female,,,,,,
Age,0,1,2,3,4,5,6,7,8,9,10
iBioSim,15.4999999994833,15.9999999994483,16.4999999994107,16.2499999993229,14.8888888880617,15.7058823520173,16.8666666655422,18.6153846139527,18.4545454528678,18.29999999817,19.29999999807
MIST,15.5,16.0,16.5,16.4,16.61904761904762,17.1,17.42105263157895,17.72222222222222,17.466666666666665,18.384615384615383,19.384615384615383
Diff,5.166995720173873e-10,5.516991308240904e-10,5.892992760436755e-10,0.15000000067709962,1.73015873098592,1.3941176479827018,0.5543859660367474,0.8931623917304776,0.9878787862011364,0.0846153864453818,0.08461538654538359
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__female,,,,,,
Age,0,1,2,3,4,5,6,7,8,9,10
iBioSim,40.499999997975,40.9999999980476,41.4666666639022,40.9999999968462,40.79999999592,39.4285714229388,39.3333333267778,36.499999990875,37.499999990625,36.9999999926,37.9999999905
MIST,40.5,41.0,41.5,41.43750000000001,41.07142857142858,40.4,42.25,38.333333333333336,39.333333333333336,33.5,34.5
Diff,2.0249970589247823e-09,1.952400907612173e-09,0.03333333609779743,0.4375000031538079,0.2714285755085797,0.9714285770611966,2.9166666732222026,1.8333333424583387,1.833333342708336,3.499999992600003,3.499999990500001
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_young__male,,,,,,
Age,0,1,2,3,4,5,6,7,8,9,10
iBioSim,15.4999999994833,15.9999999994483,15.2857142849864,14.5555555547469,16.7857142845153,17.1538461525266,15.9999999977143,17.8333333303611,16.2499999959375,17.3333333275556,18.3333333272222
MIST,15.5,16.0,16.5,15.761904761904763,15.0,13.666666666666666,13.5,14.285714285714286,16.4,16.25,17.25
Diff,5.166995720173873e-10,5.516991308240904e-10,1.2142857150136006,1.2063492071578619,1.7857142845153007,3.4871794858599348,2.4999999977142995,3.5476190446468134,0.15000000406249825,1.0833333275556,1.0833333272221992
,,,,,,,,,,,
Stat,,Repetitions,1,Stratification,_old__male,,,,,,
Age,0,1,2,3,4,5,6,7,8,9,10
iBioSim,40.499999997975,40.2631578926177,41.0769230737633,40.2857142799592,40.99999998975,39.49999998025,36.999999963,0,0,0,0
